assignment_name,assignment_url,starter_code_url,github_username,roster_identifier,student_repository_name,student_repository_url,submission_timestamp,points_awarded,points_available
Intro to Python,https://classroom.github.com/classrooms/212593723-intro-to-cs-2025/assignments/intro-to-python,https://api.github.com/repos/CS-NESTm/intro-to-cs-2025-intro-to-python-templates,mtanzoshdoe,,intro-to-python-mtanzoshdoe,https://github.com/CS-NESTm/intro-to-python-mtanzoshdoe,2025-05-23 13:46:27 UTC,2,2
